,,,,,,RE 1,RE 2,RE 3,RO 1,RO 2,CSIIR 1 NO,CSIIR 1,CSIIR 2 NO,CSIIR 2,CSIIR 3,CSII 1,CSII 2,CSII 3,CSIIndR,CSIInd 1,CSIInd 2,CSIInd 3,Inst,PAC 1,PAC 2,PAC 3
,86-Q,"86,9",86.90-9,8690-9/04,Atividades de podologia,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,9",86.90-9,8690-9/99,"Outras atividades de atenção à saúde humana não especificadas anteriormente (parteiras, curandeiros - vide outras atividades citadas nas Notas Explicativas da CNAE)",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,87-Q,"87,1",87.11-5,8711-5/01,Clínicas e residências geriátricas (para idosos sem condições de saúde ou não querem morar sozinhos),0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,87-Q,"87,1",87.11-5,8711-5/02,"Instituições de longa permanência para idosos (sem condições econômicas, asilos)",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,87-Q,"87,1",87.11-5,8711-5/03,"Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,87-Q,"87,1",87.11-5,8711-5/04,Centros de apoio a pacientes com câncer e com AIDS,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,87-Q,"87,1",87.11-5,8711-5/05,Condomínios residenciais para idosos,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,87-Q,"87,1",87.12-3,8712-3/00,Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,87-Q,"87,2",87.20-4,8720-4/01,Atividades de centros de assistência psicossocial,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,87-Q,"87,2",87.20-4,8720-4/99,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química não especificadas anteriormente (vide outras citadas nas Notas Explicativas da CNAE)",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,87-Q,"87,3",87.30-1,8730-1/01,Orfanatos,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,87-Q,"87,3",87.30-1,8730-1/02,Albergues assistenciais,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
,87-Q,"87,3",87.30-1,8730-1/99,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
,88-Q,88,88.00-6,8800-6/00,Serviços de assistência social sem alojamento,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,90-R,90,90.01-9,9001-9/01,"Produção teatral (produção e promoção de apresentações
- companhia de teatro)(nas UOS assinaladas são permitidos apenas humorista e contador de histórias constituídos como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,90-R,90,90.01-9,9001-9/02,Produção musical (produção e promoção de grupos musicais),0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,90-R,90,90.01-9,9001-9/03,Produção de espetáculos de dança (produção e promoção de grupos de dança),0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,90-R,90,90.01-9,9001-9/04,"Produção de espetáculos circenses, de marionetes e similares (produção e promoção de espetáculos)",0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,90-R,90,90.01-9,9001-9/05,"Produção de espetáculos de rodeios, vaquejadas e similares (produção e promoção de espetáculos)",0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,90-R,90,90.01-9,9001-9/06,Atividades de sonorização e de iluminação (produção e promoção de atividades de apoio às atividades artísticas)(na UOS assinalada é permitido apenas disc jockey ou vídeo jockey constituído como microempreendedor individual - escritório - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,90-R,90,90.01-9,9001-9/99,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente (produção e promoção de espetáculos de luz e som, de pirotecnia, atividades de diretores, produtores, apresentadores de televisão e rádio, cenografia, elaboração de roteiros, outros)",0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,90-R,90,90.02-7,9002-7/01,"Atividades de artistas plásticos, jornalistas independentes e escritores",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
,90-R,90,90.02-7,9002-7/02,Restauração de obras de arte,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
,90-R,90,90.03-5,9003-5/00,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,91-R,91,91.01-5,9101-5/00,Atividades de bibliotecas e arquivos,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,91-R,91,91.02-3,9102-3/01,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,91-R,91,91.02-3,9102-3/02,Restauração e conservação de lugares e prédios históricos,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
,91-R,91,91.03-1,9103-1/00,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
